,,,公布日期時間,2021/07/26 04:36:12 PM
商品, 買賣權, 到期月份(週別), 履約價格, Delta值
RTO       ,買權,202112  ,  7.00 ,0.0534
RTO       ,買權,202112  ,  7.04 ,0.0450
RTO       ,買權,202112  ,  7.08 ,0.0371
RTO       ,買權,202112  ,  7.12 ,0.0312
RTO       ,買權,202112  ,  7.16 ,0.0264
RTO       ,買權,202112  ,  7.20 ,0.0225
RTO       ,賣權,202112  ,  6.16 ,-0.0250
RTO       ,賣權,202112  ,  6.20 ,-0.0369
RTO       ,賣權,202112  ,  6.24 ,-0.0552
RTO       ,賣權,202112  ,  6.28 ,-0.0794
RTO       ,賣權,202112  ,  6.32 ,-0.1116
RTO       ,賣權,202112  ,  6.36 ,-0.1533
RTO       ,賣權,202112  ,  6.40 ,-0.2065
RTO       ,賣權,202112  ,  6.44 ,-0.2692
RTO       ,賣權,202112  ,  6.48 ,-0.3440
RTO       ,賣權,202112  ,  6.52 ,-0.4251
RTO       ,賣權,202112  ,  6.56 ,-0.5079
RTO       ,賣權,202112  ,  6.60 ,-0.5869
RTO       ,賣權,202112  ,  6.64 ,-0.6575
RTO       ,賣權,202112  ,  6.68 ,-0.7188
RTO       ,賣權,202112  ,  6.72 ,-0.7708
RTO       ,賣權,202112  ,  6.76 ,-0.8118
RTO       ,賣權,202112  ,  6.80 ,-0.8451
RTO       ,賣權,202112  ,  6.84 ,-0.8720
RTO       ,賣權,202112  ,  6.88 ,-0.8927
RTO       ,賣權,202112  ,  6.92 ,-0.9100
RTO       ,賣權,202112  ,  6.96 ,-0.9240
RTO       ,賣權,202112  ,  7.00 ,-0.9359
RTO       ,賣權,202112  ,  7.04 ,-0.9443
RTO       ,賣權,202112  ,  7.08 ,-0.9522
RTO       ,賣權,202112  ,  7.12 ,-0.9581
RTO       ,賣權,202112  ,  7.16 ,-0.9629
RTO       ,賣權,202112  ,  7.20 ,-0.9668
RTO       ,買權,202203  ,  6.20 ,0.9215
RTO       ,買權,202203  ,  6.24 ,0.9022
RTO       ,買權,202203  ,  6.28 ,0.8784
RTO       ,買權,202203  ,  6.32 ,0.8493
RTO       ,買權,202203  ,  6.36 ,0.8146
RTO       ,買權,202203  ,  6.40 ,0.7740
RTO       ,買權,202203  ,  6.44 ,0.7275
RTO       ,買權,202203  ,  6.48 ,0.6739
RTO       ,買權,202203  ,  6.52 ,0.6163
RTO       ,買權,202203  ,  6.56 ,0.5558
RTO       ,買權,202203  ,  6.60 ,0.4946
RTO       ,買權,202203  ,  6.64 ,0.4353
RTO       ,買權,202203  ,  6.68 ,0.3804
RTO       ,買權,202203  ,  6.72 ,0.3303
RTO       ,買權,202203  ,  6.76 ,0.2854
RTO       ,買權,202203  ,  6.80 ,0.2456
RTO       ,買權,202203  ,  6.84 ,0.2117
RTO       ,買權,202203  ,  6.88 ,0.1834
RTO       ,買權,202203  ,  6.92 ,0.1592
RTO       ,買權,202203  ,  6.96 ,0.1375
RTO       ,買權,202203  ,  7.00 ,0.1198
RTO       ,買權,202203  ,  7.04 ,0.1047
RTO       ,賣權,202203  ,  6.20 ,-0.0602
RTO       ,賣權,202203  ,  6.24 ,-0.0794
RTO       ,賣權,202203  ,  6.28 ,-0.1033
RTO       ,賣權,202203  ,  6.32 ,-0.1324
RTO       ,賣權,202203  ,  6.36 ,-0.1671
RTO       ,賣權,202203  ,  6.40 ,-0.2076
RTO       ,賣權,202203  ,  6.44 ,-0.2541
RTO       ,賣權,202203  ,  6.48 ,-0.3077
RTO       ,賣權,202203  ,  6.52 ,-0.3653
RTO       ,賣權,202203  ,  6.56 ,-0.4259
RTO       ,賣權,202203  ,  6.60 ,-0.4870
RTO       ,賣權,202203  ,  6.64 ,-0.5463
RTO       ,賣權,202203  ,  6.68 ,-0.6013
RTO       ,賣權,202203  ,  6.72 ,-0.6513
RTO       ,賣權,202203  ,  6.76 ,-0.6962
RTO       ,賣權,202203  ,  6.80 ,-0.7361
RTO       ,賣權,202203  ,  6.84 ,-0.7699
RTO       ,賣權,202203  ,  6.88 ,-0.7982
RTO       ,賣權,202203  ,  6.92 ,-0.8225
RTO       ,賣權,202203  ,  6.96 ,-0.8442
RTO       ,賣權,202203  ,  7.00 ,-0.8618
RTO       ,賣權,202203  ,  7.04 ,-0.8769
RTO       ,買權,202206  ,  6.24 ,0.8771
RTO       ,買權,202206  ,  6.28 ,0.8551
RTO       ,買權,202206  ,  6.32 ,0.8294
RTO       ,買權,202206  ,  6.36 ,0.8000
RTO       ,買權,202206  ,  6.40 ,0.7666
RTO       ,買權,202206  ,  6.44 ,0.7303
RTO       ,買權,202206  ,  6.48 ,0.6874
RTO       ,買權,202206  ,  6.52 ,0.6411
RTO       ,買權,202206  ,  6.56 ,0.5934
RTO       ,買權,202206  ,  6.60 ,0.5440
RTO       ,買權,202206  ,  6.64 ,0.4945
RTO       ,買權,202206  ,  6.68 ,0.4465
RTO       ,買權,202206  ,  6.72 ,0.4011
RTO       ,買權,202206  ,  6.76 ,0.3587
RTO       ,買權,202206  ,  6.80 ,0.3204
RTO       ,買權,202206  ,  6.84 ,0.2847
RTO       ,買權,202206  ,  6.88 ,0.2523
RTO       ,買權,202206  ,  6.92 ,0.2251
RTO       ,買權,202206  ,  6.96 ,0.2009
RTO       ,賣權,202206  ,  6.24 ,-0.0974
RTO       ,賣權,202206  ,  6.28 ,-0.1195
RTO       ,賣權,202206  ,  6.32 ,-0.1451
RTO       ,賣權,202206  ,  6.36 ,-0.1745
RTO       ,賣權,202206  ,  6.40 ,-0.2079
RTO       ,賣權,202206  ,  6.44 ,-0.2443
RTO       ,賣權,202206  ,  6.48 ,-0.2871
RTO       ,賣權,202206  ,  6.52 ,-0.3334
RTO       ,賣權,202206  ,  6.56 ,-0.3812
RTO       ,賣權,202206  ,  6.60 ,-0.4305
RTO       ,賣權,202206  ,  6.64 ,-0.4800
RTO       ,賣權,202206  ,  6.68 ,-0.5280
RTO       ,賣權,202206  ,  6.72 ,-0.5734
RTO       ,賣權,202206  ,  6.76 ,-0.6158
RTO       ,賣權,202206  ,  6.80 ,-0.6542
RTO       ,賣權,202206  ,  6.84 ,-0.6899
RTO       ,賣權,202206  ,  6.88 ,-0.7222
RTO       ,賣權,202206  ,  6.92 ,-0.7495
RTO       ,賣權,202206  ,  6.96 ,-0.7736
RTO       ,買權,202209  ,  6.36 ,0.7922
RTO       ,買權,202209  ,  6.40 ,0.7639
RTO       ,買權,202209  ,  6.44 ,0.7327
RTO       ,買權,202209  ,  6.48 ,0.6978
RTO       ,買權,202209  ,  6.52 ,0.6597
RTO       ,買權,202209  ,  6.56 ,0.6193
RTO       ,買權,202209  ,  6.60 ,0.5778
RTO       ,買權,202209  ,  6.64 ,0.5358
RTO       ,買權,202209  ,  6.68 ,0.4938
RTO       ,買權,202209  ,  6.72 ,0.4530
RTO       ,買權,202209  ,  6.76 ,0.4141
RTO       ,買權,202209  ,  6.80 ,0.3776
RTO       ,買權,202209  ,  6.84 ,0.3435
RTO       ,買權,202209  ,  6.88 ,0.3118
RTO       ,買權,202209  ,  6.92 ,0.2827
RTO       ,買權,202209  ,  6.96 ,0.2559
RTO       ,賣權,202209  ,  6.36 ,-0.1755
RTO       ,賣權,202209  ,  6.40 ,-0.2038
RTO       ,賣權,202209  ,  6.44 ,-0.2350
RTO       ,賣權,202209  ,  6.48 ,-0.2699
RTO       ,賣權,202209  ,  6.52 ,-0.3080
RTO       ,賣權,202209  ,  6.56 ,-0.3484
RTO       ,賣權,202209  ,  6.60 ,-0.3899
RTO       ,賣權,202209  ,  6.64 ,-0.4319
RTO       ,賣權,202209  ,  6.68 ,-0.4739
RTO       ,賣權,202209  ,  6.72 ,-0.5147
RTO       ,賣權,202209  ,  6.76 ,-0.5536
RTO       ,賣權,202209  ,  6.80 ,-0.5901
RTO       ,賣權,202209  ,  6.84 ,-0.6242
RTO       ,賣權,202209  ,  6.88 ,-0.6559
RTO       ,賣權,202209  ,  6.92 ,-0.6850
RTO       ,賣權,202209  ,  6.96 ,-0.7118
TEO       ,買權,202108  , 650.0 ,0.9992
TEO       ,買權,202108  , 660.0 ,0.9992
TEO       ,買權,202108  , 670.0 ,0.9991
TEO       ,買權,202108  , 680.0 ,0.9990
TEO       ,買權,202108  , 690.0 ,0.9988
TEO       ,買權,202108  , 700.0 ,0.9975
TEO       ,買權,202108  , 710.0 ,0.9952
TEO       ,買權,202108  , 720.0 ,0.9904
TEO       ,買權,202108  , 730.0 ,0.9822
TEO       ,買權,202108  , 740.0 ,0.9682
TEO       ,買權,202108  , 750.0 ,0.9465
TEO       ,買權,202108  , 760.0 ,0.9149
TEO       ,買權,202108  , 770.0 ,0.8358
TEO       ,買權,202108  , 780.0 ,0.7806
TEO       ,買權,202108  , 790.0 ,0.7255
TEO       ,買權,202108  , 800.0 ,0.6728
TEO       ,買權,202108  , 810.0 ,0.5886
TEO       ,買權,202108  , 820.0 ,0.5016
TEO       ,買權,202108  , 830.0 ,0.4177
TEO       ,買權,202108  , 840.0 ,0.3287
TEO       ,買權,202108  , 850.0 ,0.2572
TEO       ,買權,202108  , 860.0 ,0.1746
TEO       ,買權,202108  , 870.0 ,0.1193
TEO       ,買權,202108  , 880.0 ,0.0798
TEO       ,買權,202108  , 890.0 ,0.0531
TEO       ,買權,202108  , 900.0 ,0.0390
TEO       ,買權,202108  , 910.0 ,0.0297
TEO       ,買權,202108  , 920.0 ,0.0184
TEO       ,買權,202108  , 930.0 ,0.0112
TEO       ,買權,202108  , 940.0 ,0.0068
TEO       ,買權,202108  , 950.0 ,0.0038
TEO       ,買權,202108  , 960.0 ,0.0021
TEO       ,買權,202108  , 970.0 ,0.0009
TEO       ,買權,202108  , 980.0 ,0.0008
TEO       ,買權,202108  , 990.0 ,0.0007
TEO       ,賣權,202108  , 650.0 ,-0.0005
TEO       ,賣權,202108  , 660.0 ,-0.0005
TEO       ,賣權,202108  , 670.0 ,-0.0006
TEO       ,賣權,202108  , 680.0 ,-0.0007
TEO       ,賣權,202108  , 690.0 ,-0.0009
TEO       ,賣權,202108  , 700.0 ,-0.0022
TEO       ,賣權,202108  , 710.0 ,-0.0045
TEO       ,賣權,202108  , 720.0 ,-0.0093
TEO       ,賣權,202108  , 730.0 ,-0.0175
TEO       ,賣權,202108  , 740.0 ,-0.0315
TEO       ,賣權,202108  , 750.0 ,-0.0532
TEO       ,賣權,202108  , 760.0 ,-0.0848
TEO       ,賣權,202108  , 770.0 ,-0.1639
TEO       ,賣權,202108  , 780.0 ,-0.2191
TEO       ,賣權,202108  , 790.0 ,-0.2742
TEO       ,賣權,202108  , 800.0 ,-0.3269
TEO       ,賣權,202108  , 810.0 ,-0.4111
TEO       ,賣權,202108  , 820.0 ,-0.4981
TEO       ,賣權,202108  , 830.0 ,-0.5820
TEO       ,賣權,202108  , 840.0 ,-0.6710
TEO       ,賣權,202108  , 850.0 ,-0.7425
TEO       ,賣權,202108  , 860.0 ,-0.8251
TEO       ,賣權,202108  , 870.0 ,-0.8803
TEO       ,賣權,202108  , 880.0 ,-0.9199
TEO       ,賣權,202108  , 890.0 ,-0.9466
TEO       ,賣權,202108  , 900.0 ,-0.9607
TEO       ,賣權,202108  , 910.0 ,-0.9700
TEO       ,賣權,202108  , 920.0 ,-0.9813
TEO       ,賣權,202108  , 930.0 ,-0.9885
TEO       ,賣權,202108  , 940.0 ,-0.9929
TEO       ,賣權,202108  , 950.0 ,-0.9959
TEO       ,賣權,202108  , 960.0 ,-0.9976
TEO       ,賣權,202108  , 970.0 ,-0.9988
TEO       ,賣權,202108  , 980.0 ,-0.9989
TEO       ,賣權,202108  , 990.0 ,-0.9990
TEO       ,買權,202109  , 540.0 ,0.9990
TEO       ,買權,202109  , 560.0 ,0.9990
TEO       ,買權,202109  , 580.0 ,0.9989
TEO       ,買權,202109  , 600.0 ,0.9989
TEO       ,買權,202109  , 620.0 ,0.9988
TEO       ,買權,202109  , 640.0 ,0.9984
TEO       ,買權,202109  , 660.0 ,0.9961
TEO       ,買權,202109  , 680.0 ,0.9900
TEO       ,買權,202109  , 690.0 ,0.9842
TEO       ,買權,202109  , 700.0 ,0.9758
TEO       ,買權,202109  , 710.0 ,0.9639
TEO       ,買權,202109  , 720.0 ,0.9478
TEO       ,買權,202109  , 730.0 ,0.9266
TEO       ,買權,202109  , 740.0 ,0.8993
TEO       ,買權,202109  , 750.0 ,0.8667
TEO       ,買權,202109  , 760.0 ,0.8271
TEO       ,買權,202109  , 770.0 ,0.7642
TEO       ,買權,202109  , 780.0 ,0.7049
TEO       ,買權,202109  , 790.0 ,0.6626
TEO       ,買權,202109  , 800.0 ,0.6103
TEO       ,買權,202109  , 810.0 ,0.5538
TEO       ,買權,202109  , 820.0 ,0.4935
TEO       ,買權,202109  , 830.0 ,0.4319
TEO       ,買權,202109  , 840.0 ,0.3691
TEO       ,買權,202109  , 850.0 ,0.3120
TEO       ,買權,202109  , 860.0 ,0.2511
TEO       ,買權,202109  , 870.0 ,0.1991
TEO       ,買權,202109  , 880.0 ,0.1810
TEO       ,買權,202109  , 890.0 ,0.1466
TEO       ,買權,202109  , 900.0 ,0.1166
TEO       ,買權,202109  , 910.0 ,0.0909
TEO       ,買權,202109  , 920.0 ,0.0701
TEO       ,買權,202109  , 930.0 ,0.0536
TEO       ,買權,202109  , 940.0 ,0.0407
TEO       ,買權,202109  , 950.0 ,0.0302
TEO       ,買權,202109  , 960.0 ,0.0222
TEO       ,買權,202109  , 970.0 ,0.0161
TEO       ,買權,202109  , 980.0 ,0.0114
TEO       ,買權,202109  , 990.0 ,0.0081
TEO       ,買權,202109  ,1000.0 ,0.0057
TEO       ,買權,202109  ,1020.0 ,0.0028
TEO       ,買權,202109  ,1040.0 ,0.0012
TEO       ,賣權,202109  , 540.0 ,-0.0002
TEO       ,賣權,202109  , 560.0 ,-0.0002
TEO       ,賣權,202109  , 580.0 ,-0.0003
TEO       ,賣權,202109  , 600.0 ,-0.0003
TEO       ,賣權,202109  , 620.0 ,-0.0004
TEO       ,賣權,202109  , 640.0 ,-0.0008
TEO       ,賣權,202109  , 660.0 ,-0.0031
TEO       ,賣權,202109  , 680.0 ,-0.0092
TEO       ,賣權,202109  , 690.0 ,-0.0150
TEO       ,賣權,202109  , 700.0 ,-0.0234
TEO       ,賣權,202109  , 710.0 ,-0.0353
TEO       ,賣權,202109  , 720.0 ,-0.0514
TEO       ,賣權,202109  , 730.0 ,-0.0726
TEO       ,賣權,202109  , 740.0 ,-0.1000
TEO       ,賣權,202109  , 750.0 ,-0.1325
TEO       ,賣權,202109  , 760.0 ,-0.1721
TEO       ,賣權,202109  , 770.0 ,-0.2350
TEO       ,賣權,202109  , 780.0 ,-0.2943
TEO       ,賣權,202109  , 790.0 ,-0.3367
TEO       ,賣權,202109  , 800.0 ,-0.3889
TEO       ,賣權,202109  , 810.0 ,-0.4454
TEO       ,賣權,202109  , 820.0 ,-0.5057
TEO       ,賣權,202109  , 830.0 ,-0.5673
TEO       ,賣權,202109  , 840.0 ,-0.6301
TEO       ,賣權,202109  , 850.0 ,-0.6872
TEO       ,賣權,202109  , 860.0 ,-0.7481
TEO       ,賣權,202109  , 870.0 ,-0.8001
TEO       ,賣權,202109  , 880.0 ,-0.8182
TEO       ,賣權,202109  , 890.0 ,-0.8526
TEO       ,賣權,202109  , 900.0 ,-0.8826
TEO       ,賣權,202109  , 910.0 ,-0.9083
TEO       ,賣權,202109  , 920.0 ,-0.9292
TEO       ,賣權,202109  , 930.0 ,-0.9456
TEO       ,賣權,202109  , 940.0 ,-0.9585
TEO       ,賣權,202109  , 950.0 ,-0.9690
TEO       ,賣權,202109  , 960.0 ,-0.9771
TEO       ,賣權,202109  , 970.0 ,-0.9831
TEO       ,賣權,202109  , 980.0 ,-0.9878
TEO       ,賣權,202109  , 990.0 ,-0.9911
TEO       ,賣權,202109  ,1000.0 ,-0.9935
TEO       ,賣權,202109  ,1020.0 ,-0.9964
TEO       ,賣權,202109  ,1040.0 ,-0.9980
TEO       ,買權,202110  , 700.0 ,0.9315
TEO       ,買權,202110  , 710.0 ,0.9107
TEO       ,買權,202110  , 720.0 ,0.8864
TEO       ,買權,202110  , 730.0 ,0.8570
TEO       ,買權,202110  , 740.0 ,0.8240
TEO       ,買權,202110  , 750.0 ,0.7869
TEO       ,買權,202110  , 760.0 ,0.7460
TEO       ,買權,202110  , 770.0 ,0.7018
TEO       ,買權,202110  , 780.0 ,0.6551
TEO       ,買權,202110  , 790.0 ,0.6067
TEO       ,買權,202110  , 800.0 ,0.5571
TEO       ,買權,202110  , 810.0 ,0.5072
TEO       ,買權,202110  , 820.0 ,0.4577
TEO       ,買權,202110  , 830.0 ,0.4097
TEO       ,買權,202110  , 840.0 ,0.3632
TEO       ,買權,202110  , 850.0 ,0.3193
TEO       ,買權,202110  , 860.0 ,0.2782
TEO       ,買權,202110  , 870.0 ,0.2403
TEO       ,買權,202110  , 880.0 ,0.2061
TEO       ,買權,202110  , 890.0 ,0.1748
TEO       ,買權,202110  , 900.0 ,0.1469
TEO       ,買權,202110  , 910.0 ,0.1229
TEO       ,買權,202110  , 920.0 ,0.1021
TEO       ,買權,202110  , 930.0 ,0.0839
TEO       ,買權,202110  , 940.0 ,0.0685
TEO       ,買權,202110  , 950.0 ,0.0554
TEO       ,買權,202110  , 960.0 ,0.0441
TEO       ,賣權,202110  , 700.0 ,-0.0672
TEO       ,賣權,202110  , 710.0 ,-0.0879
TEO       ,賣權,202110  , 720.0 ,-0.1122
TEO       ,賣權,202110  , 730.0 ,-0.1417
TEO       ,賣權,202110  , 740.0 ,-0.1746
TEO       ,賣權,202110  , 750.0 ,-0.2118
TEO       ,賣權,202110  , 760.0 ,-0.2526
TEO       ,賣權,202110  , 770.0 ,-0.2969
TEO       ,賣權,202110  , 780.0 ,-0.3435
TEO       ,賣權,202110  , 790.0 ,-0.3919
TEO       ,賣權,202110  , 800.0 ,-0.4416
TEO       ,賣權,202110  , 810.0 ,-0.4914
TEO       ,賣權,202110  , 820.0 ,-0.5410
TEO       ,賣權,202110  , 830.0 ,-0.5890
TEO       ,賣權,202110  , 840.0 ,-0.6355
TEO       ,賣權,202110  , 850.0 ,-0.6794
TEO       ,賣權,202110  , 860.0 ,-0.7204
TEO       ,賣權,202110  , 870.0 ,-0.7583
TEO       ,賣權,202110  , 880.0 ,-0.7925
TEO       ,賣權,202110  , 890.0 ,-0.8238
TEO       ,賣權,202110  , 900.0 ,-0.8517
TEO       ,賣權,202110  , 910.0 ,-0.8757
TEO       ,賣權,202110  , 920.0 ,-0.8965
TEO       ,賣權,202110  , 930.0 ,-0.9147
TEO       ,賣權,202110  , 940.0 ,-0.9302
TEO       ,賣權,202110  , 950.0 ,-0.9432
TEO       ,賣權,202110  , 960.0 ,-0.9545
TEO       ,買權,202112  , 580.0 ,0.9946
TEO       ,買權,202112  , 600.0 ,0.9912
TEO       ,買權,202112  , 620.0 ,0.9849
TEO       ,買權,202112  , 640.0 ,0.9741
TEO       ,買權,202112  , 660.0 ,0.9573
TEO       ,買權,202112  , 680.0 ,0.9320
TEO       ,買權,202112  , 700.0 ,0.8982
TEO       ,買權,202112  , 720.0 ,0.8535
TEO       ,買權,202112  , 740.0 ,0.7991
TEO       ,買權,202112  , 760.0 ,0.7356
TEO       ,買權,202112  , 780.0 ,0.6652
TEO       ,買權,202112  , 800.0 ,0.5901
TEO       ,買權,202112  , 820.0 ,0.5136
TEO       ,買權,202112  , 840.0 ,0.4385
TEO       ,買權,202112  , 860.0 ,0.3667
TEO       ,買權,202112  , 880.0 ,0.3012
TEO       ,買權,202112  , 900.0 ,0.2427
TEO       ,買權,202112  , 920.0 ,0.1920
TEO       ,買權,202112  , 940.0 ,0.1489
TEO       ,買權,202112  , 960.0 ,0.1140
TEO       ,買權,202112  , 980.0 ,0.0857
TEO       ,買權,202112  ,1000.0 ,0.0632
TEO       ,買權,202112  ,1020.0 ,0.0462
TEO       ,買權,202112  ,1040.0 ,0.0332
TEO       ,賣權,202112  , 580.0 ,-0.0028
TEO       ,賣權,202112  , 600.0 ,-0.0062
TEO       ,賣權,202112  , 620.0 ,-0.0126
TEO       ,賣權,202112  , 640.0 ,-0.0233
TEO       ,賣權,202112  , 660.0 ,-0.0401
TEO       ,賣權,202112  , 680.0 ,-0.0654
TEO       ,賣權,202112  , 700.0 ,-0.0992
TEO       ,賣權,202112  , 720.0 ,-0.1439
TEO       ,賣權,202112  , 740.0 ,-0.1984
TEO       ,賣權,202112  , 760.0 ,-0.2618
TEO       ,賣權,202112  , 780.0 ,-0.3322
TEO       ,賣權,202112  , 800.0 ,-0.4073
TEO       ,賣權,202112  , 820.0 ,-0.4838
TEO       ,賣權,202112  , 840.0 ,-0.5590
TEO       ,賣權,202112  , 860.0 ,-0.6307
TEO       ,賣權,202112  , 880.0 ,-0.6962
TEO       ,賣權,202112  , 900.0 ,-0.7547
TEO       ,賣權,202112  , 920.0 ,-0.8054
TEO       ,賣權,202112  , 940.0 ,-0.8485
TEO       ,賣權,202112  , 960.0 ,-0.8834
TEO       ,賣權,202112  , 980.0 ,-0.9117
TEO       ,賣權,202112  ,1000.0 ,-0.9342
TEO       ,賣權,202112  ,1020.0 ,-0.9512
TEO       ,賣權,202112  ,1040.0 ,-0.9642
TEO       ,買權,202203  , 640.0 ,0.9223
TEO       ,買權,202203  , 660.0 ,0.8915
TEO       ,買權,202203  , 680.0 ,0.8532
TEO       ,買權,202203  , 700.0 ,0.8077
TEO       ,買權,202203  , 720.0 ,0.7563
TEO       ,買權,202203  , 740.0 ,0.6994
TEO       ,買權,202203  , 760.0 ,0.6392
TEO       ,買權,202203  , 780.0 ,0.5764
TEO       ,買權,202203  , 800.0 ,0.5134
TEO       ,買權,202203  , 820.0 ,0.4514
TEO       ,買權,202203  , 840.0 ,0.3921
TEO       ,買權,202203  , 860.0 ,0.3369
TEO       ,買權,202203  , 880.0 ,0.2853
TEO       ,買權,202203  , 900.0 ,0.2395
TEO       ,買權,202203  , 920.0 ,0.1983
TEO       ,買權,202203  , 940.0 ,0.1630
TEO       ,買權,202203  , 960.0 ,0.1325
TEO       ,買權,202203  , 980.0 ,0.1066
TEO       ,買權,202203  ,1000.0 ,0.0850
TEO       ,買權,202203  ,1020.0 ,0.0672
TEO       ,買權,202203  ,1040.0 ,0.0526
TEO       ,賣權,202203  , 640.0 ,-0.0735
TEO       ,賣權,202203  , 660.0 ,-0.1043
TEO       ,賣權,202203  , 680.0 ,-0.1426
TEO       ,賣權,202203  , 700.0 ,-0.1881
TEO       ,賣權,202203  , 720.0 ,-0.2394
TEO       ,賣權,202203  , 740.0 ,-0.2964
TEO       ,賣權,202203  , 760.0 ,-0.3566
TEO       ,賣權,202203  , 780.0 ,-0.4194
TEO       ,賣權,202203  , 800.0 ,-0.4824
TEO       ,賣權,202203  , 820.0 ,-0.5443
TEO       ,賣權,202203  , 840.0 ,-0.6037
TEO       ,賣權,202203  , 860.0 ,-0.6588
TEO       ,賣權,202203  , 880.0 ,-0.7105
TEO       ,賣權,202203  , 900.0 ,-0.7563
TEO       ,賣權,202203  , 920.0 ,-0.7975
TEO       ,賣權,202203  , 940.0 ,-0.8327
TEO       ,賣權,202203  , 960.0 ,-0.8633
TEO       ,賣權,202203  , 980.0 ,-0.8892
TEO       ,賣權,202203  ,1000.0 ,-0.9108
TEO       ,賣權,202203  ,1020.0 ,-0.9286
TEO       ,賣權,202203  ,1040.0 ,-0.9431
TFO       ,買權,202108  , 1220  ,0.9991
TFO       ,買權,202108  , 1240  ,0.9990
TFO       ,買權,202108  , 1260  ,0.9989
TFO       ,買權,202108  , 1280  ,0.9988
TFO       ,買權,202108  , 1300  ,0.9987
TFO       ,買權,202108  , 1320  ,0.9985
TFO       ,買權,202108  , 1340  ,0.9982
TFO       ,買權,202108  , 1360  ,0.9968
TFO       ,買權,202108  , 1380  ,0.9920
TFO       ,買權,202108  , 1400  ,0.9812
TFO       ,買權,202108  , 1420  ,0.9605
TFO       ,買權,202108  , 1440  ,0.9237
TFO       ,買權,202108  , 1460  ,0.8668
TFO       ,買權,202108  , 1480  ,0.7623
TFO       ,買權,202108  , 1500  ,0.6733
TFO       ,買權,202108  , 1520  ,0.5725
TFO       ,買權,202108  , 1540  ,0.4489
TFO       ,買權,202108  , 1560  ,0.3257
TFO       ,買權,202108  , 1580  ,0.2389
TFO       ,買權,202108  , 1600  ,0.1592
TFO       ,買權,202108  , 1620  ,0.0889
TFO       ,買權,202108  , 1640  ,0.0470
TFO       ,買權,202108  , 1660  ,0.0304
TFO       ,買權,202108  , 1680  ,0.0156
TFO       ,買權,202108  , 1700  ,0.0076
TFO       ,買權,202108  , 1720  ,0.0030
TFO       ,買權,202108  , 1740  ,0.0016
TFO       ,買權,202108  , 1760  ,0.0013
TFO       ,買權,202108  , 1780  ,0.0012
TFO       ,買權,202108  , 1800  ,0.0011
TFO       ,買權,202108  , 1820  ,0.0009
TFO       ,買權,202108  , 1840  ,0.0009
TFO       ,賣權,202108  , 1220  ,-0.0006
TFO       ,賣權,202108  , 1240  ,-0.0007
TFO       ,賣權,202108  , 1260  ,-0.0008
TFO       ,賣權,202108  , 1280  ,-0.0009
TFO       ,賣權,202108  , 1300  ,-0.0010
TFO       ,賣權,202108  , 1320  ,-0.0012
TFO       ,賣權,202108  , 1340  ,-0.0015
TFO       ,賣權,202108  , 1360  ,-0.0029
TFO       ,賣權,202108  , 1380  ,-0.0077
TFO       ,賣權,202108  , 1400  ,-0.0185
TFO       ,賣權,202108  , 1420  ,-0.0392
TFO       ,賣權,202108  , 1440  ,-0.0760
TFO       ,賣權,202108  , 1460  ,-0.1329
TFO       ,賣權,202108  , 1480  ,-0.2374
TFO       ,賣權,202108  , 1500  ,-0.3264
TFO       ,賣權,202108  , 1520  ,-0.4271
TFO       ,賣權,202108  , 1540  ,-0.5508
TFO       ,賣權,202108  , 1560  ,-0.6740
TFO       ,賣權,202108  , 1580  ,-0.7608
TFO       ,賣權,202108  , 1600  ,-0.8405
TFO       ,賣權,202108  , 1620  ,-0.9107
TFO       ,賣權,202108  , 1640  ,-0.9527
TFO       ,賣權,202108  , 1660  ,-0.9693
TFO       ,賣權,202108  , 1680  ,-0.9841
TFO       ,賣權,202108  , 1700  ,-0.9921
TFO       ,賣權,202108  , 1720  ,-0.9967
TFO       ,賣權,202108  , 1740  ,-0.9981
TFO       ,賣權,202108  , 1760  ,-0.9983
TFO       ,賣權,202108  , 1780  ,-0.9985
TFO       ,賣權,202108  , 1800  ,-0.9986
TFO       ,賣權,202108  , 1820  ,-0.9987
TFO       ,賣權,202108  , 1840  ,-0.9988
TFO       ,買權,202109  ,  960  ,0.9989
TFO       ,買權,202109  , 1000  ,0.9988
TFO       ,買權,202109  , 1040  ,0.9988
TFO       ,買權,202109  , 1080  ,0.9988
TFO       ,買權,202109  , 1120  ,0.9987
TFO       ,買權,202109  , 1160  ,0.9986
TFO       ,買權,202109  , 1200  ,0.9985
TFO       ,買權,202109  , 1240  ,0.9983
TFO       ,買權,202109  , 1260  ,0.9982
TFO       ,買權,202109  , 1280  ,0.9967
TFO       ,買權,202109  , 1300  ,0.9938
TFO       ,買權,202109  , 1320  ,0.9892
TFO       ,買權,202109  , 1340  ,0.9804
TFO       ,買權,202109  , 1360  ,0.9662
TFO       ,買權,202109  , 1380  ,0.9453
TFO       ,買權,202109  , 1400  ,0.9139
TFO       ,買權,202109  , 1420  ,0.8729
TFO       ,買權,202109  , 1440  ,0.7782
TFO       ,買權,202109  , 1460  ,0.7296
TFO       ,買權,202109  , 1480  ,0.6825
TFO       ,買權,202109  , 1500  ,0.6027
TFO       ,買權,202109  , 1520  ,0.5189
TFO       ,買權,202109  , 1540  ,0.4355
TFO       ,買權,202109  , 1560  ,0.3561
